x0,level
149693.70,317.91
149694.70,317.92
149695.70,317.92
149696.70,317.93
149697.70,317.93
149698.70,317.94
149699.70,317.94
149700.70,317.95
149701.70,317.95
149702.70,317.96
149703.70,317.97
149704.70,317.97
149705.70,317.98
149706.70,317.98
149707.70,317.99
149708.70,318.00
149709.70,318.00
149710.70,318.01
149711.70,318.01
149712.70,318.02
149713.70,318.03
149714.70,318.03
149715.70,318.04
149716.70,318.04
149717.70,318.05
149718.70,318.06
149719.70,318.06
149720.70,318.07
149721.30,318.07
151173.36,327.51
151174.36,327.52
151175.36,327.52
151176.36,327.53
151177.36,327.54
151178.36,327.54
151179.36,327.55
151180.36,327.56
151181.36,327.57
151182.36,327.57
151183.36,327.58
151184.36,327.59
151185.36,327.59
151186.36,327.60
151187.36,327.61
151188.36,327.61
151189.36,327.62
151190.36,327.63
151191.36,327.64
151192.36,327.64
151193.36,327.65
151194.36,327.66
151195.36,327.67
151196.36,327.67
151197.36,327.68
151198.36,327.69
151199.36,327.70
151200.36,327.71
151201.36,327.71
151202.36,327.72
151203.36,327.73
151204.36,327.74
151205.36,327.75
151206.36,327.75
151207.36,327.76
151208.36,327.77
151209.36,327.78
151210.36,327.79
151211.36,327.79
151212.36,327.80
151213.36,327.81
151214.36,327.82
151215.36,327.83
151216.36,327.84
151217.36,327.85
151218.36,327.85
151219.36,327.86
151220.36,327.87
151221.36,327.88
151222.36,327.89
151223.36,327.90
151224.36,327.91
151225.36,327.92
151226.36,327.93
151227.36,327.94
151228.36,327.94
151229.36,327.95
151230.36,327.96
151231.36,327.97
151232.36,327.98
151233.36,327.99
151234.36,328.00
151235.36,328.01
151236.36,328.02
151237.36,328.03
151238.36,328.04
151239.36,328.05
151240.36,328.06
151241.36,328.07
151242.36,328.08
151243.36,328.09
151244.36,328.10
151245.36,328.11
151246.36,328.12
151247.36,328.13
151248.36,328.14
151249.36,328.15
151250.36,328.16
151251.36,328.17
151252.36,328.18
151253.36,328.19
151254.36,328.20
151255.36,328.21
151256.36,328.22
151257.36,328.23
151258.36,328.24
151259.36,328.26
151260.36,328.27
151261.36,328.28
151262.36,328.29
151263.36,328.30
151264.36,328.31
151265.36,328.32
151266.36,328.33
151267.36,328.34
151268.36,328.35
151269.36,328.37
151270.36,328.38
151271.36,328.39
151272.36,328.40
151273.36,328.41
151274.36,328.42
151275.36,328.43
151276.36,328.45
151277.36,328.46
151278.36,328.47
151279.36,328.48
151280.36,328.49
151281.36,328.51
151282.36,328.52
151283.36,328.53
151284.36,328.54
151285.36,328.55
151286.36,328.57
151287.36,328.58
151288.36,328.59
151289.36,328.60
151290.36,328.61
151291.36,328.63
151292.36,328.64
151293.36,328.65
151294.36,328.66
151295.36,328.68
151296.36,328.69
151297.36,328.70
151298.36,328.71
151299.36,328.73
151300.36,328.74
151301.36,328.75
151302.36,328.77
151303.36,328.78
151304.36,328.79
151305.36,328.81
151306.36,328.82
151307.36,328.83
151308.36,328.84
151309.36,328.86
151310.36,328.87
151311.36,328.88
151312.36,328.90
151313.36,328.91
151314.36,328.93
151315.36,328.94
151316.36,328.95
151317.36,328.97
151318.36,328.98
151319.36,328.99
151320.36,329.01
151321.36,329.02
151322.36,329.04
151323.36,329.05
151324.36,329.06
151325.36,329.08
151326.36,329.09
151327.36,329.11
151328.36,329.12
151329.36,329.13
151330.36,329.15
151331.36,329.16
151332.36,329.18
151333.36,329.19
151334.36,329.21
151335.36,329.22
151336.36,329.24
151337.36,329.25
151338.36,329.26
151339.36,329.28
151340.36,329.29
151341.36,329.31
151342.36,329.32
151343.36,329.34
151344.36,329.35
151345.36,329.37
151346.36,329.38
151347.36,329.40
151348.36,329.41
151349.36,329.43
151350.36,329.45
151351.36,329.46
151352.36,329.48
151353.36,329.49
151354.36,329.51
151355.36,329.52
151356.36,329.54
151357.36,329.55
151358.36,329.57
151359.36,329.59
151360.36,329.60
151361.36,329.62
151362.36,329.63
151363.36,329.65
151364.36,329.67
151365.36,329.68
151366.36,329.70
151367.36,329.71
151368.36,329.73
151369.36,329.75
151370.36,329.76
151371.36,329.78
151372.36,329.80
151373.36,329.81
151374.36,329.83
151375.36,329.84
151376.36,329.86
151377.36,329.88
151378.36,329.89
151379.36,329.91
151380.36,329.93
151381.36,329.95
151382.36,329.96
151383.36,329.98
151384.36,330.00
151385.36,330.01
151386.36,330.03
151387.36,330.05
151388.36,330.06
151389.36,330.08
151390.36,330.10
151391.36,330.12
151392.36,330.13
151393.36,330.15
151394.36,330.17
151395.36,330.19
151396.36,330.20
151397.36,330.22
151398.36,330.24
151399.36,330.26
151400.36,330.28
151401.36,330.29
151402.36,330.31
